URL,Date,Section,Author,Title,Subtitle
https://www.nytimes.com/live/2023/10/07/world/israel-gaza-attack/renewed-palestinian-rocket-fire-strikes-central-israel-late-saturday?searchResultPosition=25,"Oct. 7, 2023",MIDDLE EAST,By Aaron Boxerman,Renewed Palestinian rocket fire strikes central Israel late Saturday.,
https://www.nytimes.com/2023/10/07/world/middleeast/israel-gaza-conflict-timeline.html?searchResultPosition=26,"Oct. 7, 2023",MIDDLE EAST,By Emma Bubola,Here is a timeline of the clashes between Palestinian militants and Israel.,The relentless and deadly conflict has persisted for decades.
https://www.nytimes.com/2023/10/07/world/middleeast/israel-netanyahu-hamas-attack.html?searchResultPosition=27,"Oct. 7, 2023",MIDDLE EAST,By Patrick Kingsley and Isabel Kershner,"‘We Are at War,’ Netanyahu Says After Hamas Attacks Israel","Palestinian militants from Gaza launched an early-morning assault on southern Israel, invading towns and firing thousands of rockets. Israel retaliated with huge strikes on Gazan cities."
https://www.nytimes.com/2023/10/07/world/some-israelis-are-flying-home-to-fight.html?searchResultPosition=28,"Oct. 7, 2023",WORLD,By Amelia Nierenberg,Some Israelis are flying home to fight.,Many
https://www.nytimes.com/2023/10/07/us/politics/biden-middle-east-diplomacy.html?searchResultPosition=29,"Oct. 7, 2023",POLITICS,By Peter Baker,Biden’s Hopes for the Middle East Imperiled by Eruption of Violence,The Hamas attack on Israel could narrow the chances for the president’s efforts to negotiate a new alignment in the region by normalizing relations between Saudi Arabia and Israel.
https://www.nytimes.com/2023/10/07/opinion/israel-hamas-attack-friedman.html?searchResultPosition=30,"Oct. 7, 2023",OPINION,By Thomas L. Friedman,Israel’s Worst Day at War,"The shock waves of the Hamas attack on Israel will reach Iran, Saudi Arabia and Ukraine."
https://www.nytimes.com/live/2023/10/07/world/israel-gaza-attack/hundreds-are-said-to-be-missing-after-fleeing-a-music-festival-near-the-gaza-strip?searchResultPosition=31,"Oct. 7, 2023",MIDDLE EAST,By Gaya Gupta and Sheera Frenkel,Hundreds are said to be missing after fleeing a music festival near the Gaza Strip.,
https://www.nytimes.com/live/2023/10/07/world/israel-gaza-attack/military-experts-say-the-hamas-attacks-were-unusually-sophisticated?searchResultPosition=32,"Oct. 7, 2023",MIDDLE EAST,By Eric Schmitt,Military experts say the Hamas attacks were unusually sophisticated.,
https://www.nytimes.com/live/2023/10/07/world/israel-gaza-attack/israel-has-declared-war-on-gaza-now-what?searchResultPosition=33,"Oct. 7, 2023",MIDDLE EAST,By Steven Erlanger,Hamas attacks and Israel declares war. Now What?,
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/heres-the-latest-on-the-fighting-in-israel-and-gaza?searchResultPosition=34,"Oct. 8, 2023",MIDDLE EAST,By Patrick Kingsley and Isabel Kershner,Here’s the latest on the fighting in Israel and Gaza.,
https://www.nytimes.com/2023/10/08/world/middleeast/timeline-gaza-israel-attacks-hamas.html?searchResultPosition=35,"Oct. 8, 2023",MIDDLE EAST,By Andrés R. Martínez,Here’s a timeline of Saturday’s attacks and Israel’s retaliation.,"The first air raid sirens went off at sunrise as Hamas launched an attack by land, sea and air. Israel declared a state of war and has destroyed buildings in Gaza."
https://www.nytimes.com/2023/10/08/world/middleeast/israel-village-hamas-attack.html?searchResultPosition=36,"Oct. 8, 2023",MIDDLE EAST,By Patrick Kingsley,‘There were terrorists inside’: An Israeli recounts how militants invaded his village.,"A resident of a town taken by Hamas militants describes hearing attackers outside his window, running and shooting, as they tried to find people to take hostage."
https://www.nytimes.com/2023/10/08/world/middleeast/hamas-military-gaza-explained.html?searchResultPosition=37,"Oct. 8, 2023",MIDDLE EAST,By Tiffany May,A Quick Look at Hamas,"The Islamist militant group that controls Gaza has taken its attacks on Israel to a new level, building on decades of hostilities."
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/sderot-israel?searchResultPosition=38,"Oct. 8, 2023",ASIA PACIFIC,By Tiffany May,The Israeli city of Sderot has long been on the front lines of conflict with Gaza.,
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/in-photos-israel-declares-war-after-hamas-attacks?searchResultPosition=39,"Oct. 8, 2023",MIDDLE EAST,By The New York Times,In Photos: Israel Declares War After Hamas Attacks,
https://www.nytimes.com/2023/10/08/briefing/israel-gaza-hamas.html?searchResultPosition=40,"Oct. 8, 2023",BRIEFING,By Steven Erlanger,A Surprise Attack on Israel,Israel says it is at war with Gaza.
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/hezbollah-and-israel-exchange-artillery-and-rocket-fire?searchResultPosition=41,"Oct. 8, 2023",MIDDLE EAST,By Euan Ward,Hezbollah and Israel exchange artillery and rocket fire.,
https://www.nytimes.com/article/israel-gaza-hamas-what-we-know.html?searchResultPosition=42,"Oct. 8, 2023",MIDDLE EAST,By Ephrat Livni and Gaya Gupta,What We Know About the War Between Israel and Hamas,"After Hamas’s surprise attack on Israel on Oct. 7, Israel has been besieging and bombarding the Gaza Strip, worsening a humanitarian crisis."
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/some-places-in-france-britain-and-germany-are-increasing-security-at-synagogues-and-jewish-schools?searchResultPosition=43,"Oct. 8, 2023",MIDDLE EAST,By Juliette Guéron-Gabrielle,"Some places in France, Britain and Germany are increasing security at synagogues and Jewish schools.",Police patrols were reing
https://www.nytimes.com/2023/10/08/opinion/international-world/israel-hamas-attack.html?searchResultPosition=44,"Oct. 8, 2023",OPINION | THE WORLD,By Shimrit Meir,Hamas Is Not the Only Problem We Must Reckon With,The nation acted as if it had the luxury of a vicious internal fight.
https://www.nytimes.com/2023/10/08/business/israel-gaza-natural-gas.html?searchResultPosition=45,"Oct. 8, 2023",BUSINESS,By Stanley Reed,Israel-Gaza Conflict Could Slow Natural Gas Investment in Area,"The fighting could hurt ambitions of Israel and the wider region, which have received a lift from Chevron to become a hub for exporting natural gas to Europe and elsewhere."
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/how-a-family-survived-an-attack-in-southern-israel?searchResultPosition=46,"Oct. 8, 2023",MIDDLE EAST,By Patrick Kingsley,How a family survived an attack in southern Israel.,The Hadad fa
https://www.nytimes.com/2023/10/08/opinion/letters/israel-palestinian-hamas.html?searchResultPosition=47,"Oct. 8, 2023",LETTERS,,Israel and Hamas at War: A ‘Pearl Harbor or 9/11 Moment’,Responses to the outbreak in the Middle East.
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/israeli-military-reservists-had-been-protesting-the-government-now-many-appear-to-be-reporting-for-duty?searchResultPosition=48,"Oct. 8, 2023",MIDDLE EAST,By Isabel Kershner,"Israeli military reservists had been protesting the government. Now, many appear to be reporting for duty.",
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/egypt-and-jordan-are-trying-to-calm-the-conflict?searchResultPosition=49,"Oct. 8, 2023",MIDDLE EAST,By The New York Times,Egypt and Jordan are trying to calm the conflict.,
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/netanyahu-warned-gazans-to-get-out-of-the-way-of-an-onslaught-but-most-have-nowhere-to-go?searchResultPosition=50,"Oct. 8, 2023",MIDDLE EAST,By Raja Abdulrahim,"Netanyahu warned Gazans to get out of the way of an onslaught, but most have nowhere to go.",
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/israel-has-evacuated-civilians-from-towns-bordering-gaza?searchResultPosition=51,"Oct. 8, 2023",WORLD,By Lauren Leatherby and Karen Yourish,Israel has evacuated civilians from towns bordering Gaza.,
https://www.nytimes.com/2023/10/08/world/middleeast/us-aid-israel-biden-blinken.html?searchResultPosition=52,"Oct. 8, 2023",MIDDLE EAST,By Michael D. Shear,Biden Says Military Assistance Is on Its Way to Israel,"Israel has asked for “additional assistance,” according to Secretary of State Antony J. Blinken."
https://www.nytimes.com/2023/10/08/world/middleeast/israel-hamas-gaza-analysis.html?searchResultPosition=53,"Oct. 8, 2023",MIDDLE EAST,By Roger Cohen,A Shaken Israel Is Forced Back to Its Eternal Dilemma,The attack by Hamas forces Israel once again to confront the conflict that has haunted it since the creation of the modern state.
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/music-festival-israel-gaza-strip?searchResultPosition=54,"Oct. 8, 2023",MIDDLE EAST,By Aaron Boxerman and Sheera Frenkel,Dozens were killed at a music festival and others abducted.,
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/the-pentagon-says-it-will-send-additional-munitions-to-israel-moves-more-navy-warships-and-combat-aircraft-closer-to-the-region?searchResultPosition=55,"Oct. 8, 2023",MIDDLE EAST,By Eric Schmitt,"The Pentagon says it will send additional munitions to Israel, moves more Navy warships and combat aircraft closer to the region.",
https://www.nytimes.com/2023/10/08/us/politics/house-speaker-israel-jordan-scalise.html?searchResultPosition=56,"Oct. 8, 2023",POLITICS,By Luke Broadwater,McCarthy Allies Criticize Far Right for Leaderless House as Israel Is Attacked,Several Republicans fumed at the rebels in their ranks for rendering Congress impotent at a time when legislation and additional funding could be needed to help Israel.
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/officials-across-the-us-are-ramping-up-security-around-religious-institutions?searchResultPosition=57,"Oct. 8, 2023",MIDDLE EAST,By Anna Betts,Officials across the U.S. are ramping up security around religious institutions.,
https://www.nytimes.com/2023/10/08/world/middleeast/israel-hamas-attack.html?searchResultPosition=58,"Oct. 8, 2023",MIDDLE EAST,"By Patrick Kingsley, Aaron Boxerman and Gabby Sobelman",‘There Were Terrorists Inside’: How Hamas’s Attack on Israel Unfolded,"Palestinian militants from Gaza raided Israel on Saturday, killing and abducting hundreds. Survivors have begun to recount the most complex attack on their territory in half a century."
https://www.nytimes.com/2023/10/08/briefing/israel-gaza-hamas-afghanistan-quake-odessa-strikes.html?searchResultPosition=59,"Oct. 8, 2023",BRIEFING,By Justin Porter,Monday Briefing: Israel’s Leader Warns of a Long War,Plus bucking beauty standards in China.
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/pro-israel-and-pro-palestinian-demonstrators-stage-impassioned-protests-in-new-york?searchResultPosition=60,"Oct. 8, 2023",MIDDLE EAST,"By Chelsia Rose Marcius, Liset Cruz, Eric Berger and Michael D. Regan",Pro-Israel and pro-Palestinian demonstrators stage impassioned protests in New York.,The two sides faced off in
https://www.nytimes.com/2023/10/08/world/middleeast/music-festival-israel-kidnapping-video.html?searchResultPosition=61,"Oct. 8, 2023",MIDDLE EAST,By Arijeta Lajka and Riley Mellen,Video captures concertgoer being kidnapped by militants.,Videos verified by The New York Times show the abduction of a woman at a music festival in Israel near the Gaza border.
https://www.nytimes.com/2023/10/08/us/politics/israel-aid-pentagon-us-hamas.html?searchResultPosition=62,"Oct. 8, 2023",POLITICS,By Eric Schmitt and Michael D. Shear,"After Hamas Attack, U.S. to Send Weapons and Warships to Support Israel","The moves were designed by the Biden administration to reassure Israelis of the United States’ commitment, despite months of tension between Mr. Biden and Israel’s prime minister."
https://www.nytimes.com/2023/10/08/world/middleeast/hamas-attacks-trump-us-taxpayer-iran.html?searchResultPosition=63,"Oct. 8, 2023",MIDDLE EAST,By Angelo Fichera,Trump’s Claim That U.S. Taxpayer Money Funded Hamas Attacks Is False,The claim centers on Iranian oil profits released from banks in South Korea.
https://www.nytimes.com/live/2023/10/09/world/israel-gaza-war-hamas/foreigners-among-those-kidnapped-killed-and-missing-in-israel?searchResultPosition=64,"Oct. 8, 2023",MIDDLE EAST,By The New York Times,"Foreigners are among those kidnapped, killed and missing in Israel.",
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/israelis-are-making-desperate-pleas-for-missing-relatives-possibly-abducted-to-be-bargaining-chips-for-hamas?searchResultPosition=65,"Oct. 8, 2023",MIDDLE EAST,By Isabel Kershner,"Israelis are making desperate pleas for missing relatives, possibly abducted to be bargaining chips for Hamas.",
https://www.nytimes.com/2023/10/08/world/middleeast/hamas-israel-netanyahu-gaza.html?searchResultPosition=66,"Oct. 8, 2023",MIDDLE EAST,By Isabel Kershner and Patrick Kingsley,Israel and Hamas Battle Around Gaza as Netanyahu Warns of ‘Long and Difficult War’,"A senior Israeli defense official said that an early estimate showed about 700 Israelis were believed to be dead, and Gaza officials said more than 400 Palestinians have been killed."
https://www.nytimes.com/2023/10/08/us/politics/israel-hamas-intelligence.html?searchResultPosition=67,"Oct. 8, 2023",POLITICS,"By Julian E. Barnes, David E. Sanger and Eric Schmitt",Hamas Attack Raises Questions Over an Israeli Intelligence Failure,American and Israeli officials said none of Israel’s intelligence services had specific warning that Hamas was preparing a sophisticated assault.
https://www.nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/violent-graphic-imagery-is-flooding-social-media-platforms?searchResultPosition=68,"Oct. 8, 2023",MIDDLE EAST,By Sheera Frenkel,"Violent, graphic imagery is flooding social media platforms.",
https://www.nytimes.com/2023/10/08/us/politics/saudi-arabia-israel-palestinians-hamas.html?searchResultPosition=69,"Oct. 8, 2023",POLITICS,"By Edward Wong, Mark Mazzetti and Vivian Nereim",U.S. Continues Push for Saudi-Israel Ties Even as War With Hamas Begins,"As Israel prepares an offensive in Gaza, President Biden and his aides are gauging whether Saudi officials remain interested in opening up diplomatic relations."
https://www.nytimes.com/live/2023/10/09/world/israel-gaza-war-hamas/a-couple-traveled-to-israel-for-their-anniversary-their-plans-were-quickly-upended?searchResultPosition=70,"Oct. 8, 2023",MIDDLE EAST,By Nadav Gavrielov,A couple traveled to Israel for their anniversary. Their plans were quickly upended.,
https://www.nytimes.com/2023/10/09/briefing/hamas-israel-war-afghanistan.html?searchResultPosition=71,"Oct. 9, 2023",BRIEFING,By Natasha Frost,Monday Briefing,The Hamas-Israel war has entered a new phase.
https://www.nytimes.com/2023/10/09/opinion/nagorno-karabakh-russia-turkey.html?searchResultPosition=72,"Oct. 9, 2023",OPINION,By Georgi Derluguian,We Just Saw What the World Is About to Become,The conflict over Nagorno-Karabakh is a harbinger of global disorder.
https://www.nytimes.com/live/2023/10/09/world/israel-gaza-war-hamas/heres-the-latest-on-the-fighting?searchResultPosition=73,"Oct. 9, 2023",WORLD,By Isabel Kershner and Aaron Boxerman,Here’s the latest on the fighting.,
https://www.nytimes.com/2023/10/09/world/middleeast/israel-gaza-conricus-fighting.html?searchResultPosition=74,"Oct. 9, 2023",MIDDLE EAST,By Andrés R. Martínez and Jin Yu Young,A former Israeli military spokesman paints a grim picture of the fighting ahead.,"Lt. Col. Jonathan Conricus called the situation “dire” on Sunday and said that the military had sent at least 100,000 reservists to southern Israel near the border with Gaza."
https://www.nytimes.com/2023/10/09/business/israel-gaza-oil-prices.html?searchResultPosition=75,"Oct. 9, 2023",BUSINESS,By Clifford Krauss,Oil Prices Were Going Down Again. Then War Started in the Middle East.,"After flirting with $100 a barrel this summer, crude prices had fallen significantly in the past week on the expectation that demand was waning."
https://www.nytimes.com/2023/10/09/world/middleeast/israel-gaza-father-kidnap.html?searchResultPosition=76,"Oct. 9, 2023",MIDDLE EAST,By Patrick Kingsley,Israeli Father Tells of Moment His Wife and Children Became Hostages,"Yoni Asher says his wife and two daughters, ages 5 and 3, were kidnapped from an Israeli border town by gunmen on Saturday and taken to Gaza."
https://www.nytimes.com/2023/10/09/opinion/israel-biden-trump-mccarthy.html?searchResultPosition=77,"Oct. 9, 2023",OPINION,By Gail Collins and Bret Stephens,The Republican Meltdown Shows No Sign of Cooling Off,"A basic rule of Trumpism is that he always gets worse. And the world isn’t getting any better, either."
https://www.nytimes.com/2023/10/09/world/middleeast/mideast-palestine-support-gaza.html?searchResultPosition=78,"Oct. 9, 2023",MIDDLE EAST,By Vivian Nereim,"Across the Mideast, a Surge of Support for Palestinians as War Erupts in Gaza","The escalation laid bare the limitations of diplomatic deals between Israel and Arab governments as long as the underlying conflict continues. “We told you so,” a Saudi scholar said."
https://www.nytimes.com/2023/10/09/podcasts/the-daily/israel-palestine.html?searchResultPosition=79,"Oct. 9, 2023",THE DAILY,"By Sabrina Tavernise, Rob Szypko, Sydney Harper, Will Reid, Lynsea Garrison, Marc Georges, Lisa Chow, Marion Lozano, Rowan Niemisto and Chris Wood",War in Israel,"Palestinian militants launched the biggest attack against Israel in 50 years, prompting intense retaliation."
https://www.nytimes.com/2023/10/09/briefing/hamas-israel-war.html?searchResultPosition=80,"Oct. 9, 2023",BRIEFING,By David Leonhardt,The Global Context of the Hamas-Israel War,The Hamas attack is a sign of a new world order.
https://www.nytimes.com/live/2023/10/09/world/israel-gaza-war-hamas/russia-caught-in-its-own-war-takes-a-neutral-stance-on-israel-and-gaza?searchResultPosition=81,"Oct. 9, 2023",WORLD,By Anton Troianovski,"Russia, fighting its own war, takes a neutral stance on Israel and Gaza.",
https://www.nytimes.com/2023/10/09/us/politics/yellen-morocco-us-economy.html?searchResultPosition=82,"Oct. 9, 2023",POLITICS,By Alan Rappeport,U.S. Dysfunction Clouds Economic Diplomacy Efforts,Treasury Secretary Janet Yellen calls on Congress to authorize more economic support for Ukraine.
https://www.nytimes.com/2023/10/09/business/dealbook/israel-gaza-war-markets-oil.html?searchResultPosition=83,"Oct. 9, 2023",DEALBOOK,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",Tallying the Costs of the Israel-Gaza War,"The price of crude oil has risen and global markets are under pressure as the death toll exceeds 1,100 and Israel begins a “complete siege” of the Gaza Strip."
https://www.nytimes.com/2023/10/09/business/chevon-gas-israel-gaza.html?searchResultPosition=84,"Oct. 9, 2023",BUSINESS,By Stanley Reed,Chevron Shuts Down Natural Gas Platform Near Gaza Strip,"The U.S. energy company temporarily closed operations at its Tamar natural gas field, which is about 12 miles from the Gaza Strip, at Israel’s request."
https://www.nytimes.com/2023/10/09/world/europe/zelensky-ukraine-russia-israel.html?searchResultPosition=85,"Oct. 9, 2023",EUROPE,By Matthew Mpoke Bigg,Zelensky Compares Assault by Hamas on Israel to Moscow’s Invasion of Ukraine,"Volodymyr Zelensky, the Ukraine president, told a NATO meeting that “terror will have no allies” if the world unites against acts of aggression."
https://www.nytimes.com/2023/10/09/world/asia/xi-schumer-meeting-china-us.html?searchResultPosition=86,"Oct. 9, 2023",ASIA PACIFIC,By David Pierson and Vivian Wang,Xi-Schumer Meeting Raises Hopes of Smoother U.S.-China Relations,"Mr. Xi said there were “1,000 reasons” to make the relationship work. Earlier, the Senate majority leader had criticized Beijing for its response to the attack by Hamas in Israel."
https://www.nytimes.com/2023/10/09/world/middleeast/israel-gaza-market-air-strike-jabaliya.html?searchResultPosition=87,"Oct. 9, 2023",MIDDLE EAST,By Raja Abdulrahim and Ameera Harouda,"Israeli Airstrikes Hit Marketplace and Mosques in Gaza, Killing Dozens","The strikes also hit two hospitals, schools and infrastructure, the U.N. said."
https://www.nytimes.com/live/2023/10/09/world/israel-gaza-war-hamas/the-european-union-is-suspending-some-of-its-aid-to-palestinians-while-it-conducts-a-review?searchResultPosition=88,"Oct. 9, 2023",MIDDLE EAST,By Matina Stevis-Gridneff and Monika Pronczuk,The European Union will review some of its aid to Palestinians.,
https://www.nytimes.com/2023/10/09/world/israel-hamas-attack-reaction.html?searchResultPosition=89,"Oct. 9, 2023",WORLD,By Isabel Kershner,"For Israelis, Scale of Tragedy Starts to Set In",The feeling of shock among Israelis over the attack by Hamas and the obvious intelligence failure that allowed it to happen is compounding the fear of what might yet be to come.
https://www.nytimes.com/live/2023/10/09/world/israel-gaza-war-hamas/militants-attacking-israel-are-backed-by-iran-but-tehran-denies-involvement?searchResultPosition=90,"Oct. 9, 2023",WORLD,By Aaron Boxerman,"Militants attacking Israel are backed by Iran, but Tehran denies involvement.",
https://www.nytimes.com/live/2023/10/10/world/israel-hamas-war-gaza/with-300000-reservists-mobilized-war-hits-close-to-home-for-many-israelis?searchResultPosition=91,"Oct. 9, 2023",MIDDLE EAST,By Isabel Kershner,"With 300,000 reservists mobilized, the war ‘hits close to home’ for many Israelis.",The military call-up over the past 48 hours is the largest in such a short period in the country’s history.
https://www.nytimes.com/2023/10/09/opinion/letters/israel-gaza-hamas.html?searchResultPosition=92,"Oct. 9, 2023",LETTERS,,A Clash of Views Over the Israel-Hamas War,Sampling the responses as the conflict rages on. Also: A Covid Catch-22; treating drug addiction; private security guards in a distressed downtown.
https://www.nytimes.com/2023/10/09/world/middleeast/hamas-gaza-israel.html?searchResultPosition=93,"Oct. 9, 2023",MIDDLE EAST,By Steven Erlanger,Attack Ends Israel’s Hope That Hamas Might Come to Embrace Stability,"Israel had considered Hamas a terrorist organization but one that could play a useful role for Israel in the Gaza Strip, which the group controls. Now, senior Israeli officials say, Hamas must be crushed."
